"OpenMP Region / Function / Call Stack","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","OFFCORE_RESPONSE:request=PF_L3_DATA_RD:response=L3_HIT.ANY_RESPONSE","OFFCORE_RESPONSE:request=PF_L3_DATA_RD:response=L3_MISS.ANY_DRAM","CPU_CLK_THREAD_UNHALTED.REF_XCLK","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","CPU_CLK_UNHALTED.THREAD_P_ANY","LOAD_HIT_PRE.HW_PF","OFFCORE_RESPONSE:request=PF_L3_DATA_RD:response=L3_MISS.LOCAL_DRAM","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","LOAD_HIT_PRE.SW_PF","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","OpenMP Potential Gain","Elapsed Time","Number of OpenMP threads","Instance Count","Module","Function (Full)","Source File","Start Address"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:120:130","36480054720","35648053472","28100042150","0","0","1080001620","1080001620","38030057045","1878556355","0","28670043005","27140040710","27010040515","0","30000900","4960007440","130003900","130003900","57001710","81284125","77282445","36265225","38252295","33000990","32001920","4472768350","300010450015","2282386935","6982431390","7295718865","4648639455","1355540665","0.355636","4.70987","4","1200","","","","0"
"ideal_gas_kernel_module_mp_ideal_gas_kernel_$omp$parallel:4@unknown:45:60","35144052716","33316049974","15060022590","0","0","950001425","960001440","34260051390","463013890","0","26270039405","18450027675","17600026400","0","10500315","2990004485","27000810","27000810","11000330","17757455","14005880","6252625","8500510","9000270","9500570","1920865245","87580131370","976808605","1530642600","1538546155","501515045","0","0.452464","4.42496","4","1683","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:158:167","30428045642","29900044850","21680032520","0","0","980001470","950001425","30700046050","1732551975","0","26120039180","23580035370","23030034545","0","22500675","3830005745","65501965","65501965","22500675","41767535","33764175","17007140","14750885","18000540","19501170","5039302340","372240558360","961307675","4634445650","2115563465","3415602465","446513395","0.268288","3.94821","4","1200","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:139:148","32118048177","31546047319","23320034980","0","0","980001470","1010001515","32290048435","1472044160","0","25230037845","22950034425","22700034050","0","25000750","3830005745","105003150","105003150","40501215","62776355","60775515","32263545","32251935","33501005","31501890","2747914865","216560324840","3061433675","9898905795","4350130500","5919677585","485014550","0.325072","4.16654","4","1200","","","","0"
"calc_dt_kernel_module_mp_calc_dt_kernel_$omp$parallel:4@unknown:99:151","43764065646","41296061944","12750019125","0","0","1260001890","1310001965","43860065790","394011820","0","24120036180","19730029595","14460021690","0","32000960","18540027810","139004170","139004170","88502655","42517850","47019740","16757035","15000900","34501035","29251755","4110496615","183880275820","1344580670","6047789005","702021060","5804174120","446513395","0.512219","5.43952","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:194:203","26938040407","26658039987","19000028500","0","0","900001350","900001350","28140042210","1056031680","0","23260034890","20260030390","19360029040","0","20500615","2050003075","82502475","82502475","36501095","52021840","50521210","27261445","28751725","25000750","26751605","9221053230","147890221835","3951487075","11787698755","2930087900","4023620705","304509135","0.247216","3.51357","4","1200","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:176:185","26188039282","25646038469","15970023955","0","0","730001095","730001095","25540038310","1252037560","0","21240031860","17680026520","16960025440","0","14000420","2440003660","50001500","50001500","22500675","25510710","23759975","10754515","9500570","16500495","17001020","4146248760","290030435045","1260325615","5401767790","2594577835","4078122340","443013290","0.26676","3.4012","4","1200","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:613:647","57862086793","55110082665","12780019170","0","0","1730002595","1750002625","60620090930","235007050","0","19040028560","14090021135","14950022425","0","12000360","18230027345","68002040","68002040","37501125","26261025","27511550","15006300","13750825","20500615","16000960","195761745","162290243435","169760185","880619705","259507785","81502445","0","0.694235","7.2598","4","2400","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:307:354","63174094761","60068090102","5230007845","0","0","1790002685","1880002820","62520093780","129003870","0","17880026820","6350009525","11440017160","0","10000300","21540032310","48501455","48501455","47001410","12005040","11504830","7002940","3750225","6000180","6250375","417525050","215600323400","101756105","263860775","367011010","369511085","0","0.863067","7.92584","4","2400","","","","0"
"revert_kernel_module_mp_revert_kernel_$omp$parallel:4@unknown:41:63","16336024504","15758023637","11380017070","0","0","510000765","500000750","16100024150","40001200","0","13870020805","11580017370","12220018330","0","52001560","1180001770","90002700","90002700","15500465","81784335","80783915","29012180","27251635","56001680","58753525","30001549985","44010066015","9018041050","39204208855","6991709745","27549326455","823524705","0.274323","2.16211","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:467:502","52462078693","49930074895","7180010770","0","0","1600002400","1620002430","53500080250","149504485","0","13410020115","8100012150","9560014340","0","5500165","19950029925","29000870","29000870","15500465","10504410","11754935","3251365","5000300","6500195","4750285","34002040","148870223305","46252775","148812475","190005700","37501125","0","0.620577","6.57109","4","2400","","","","0"
"viscosity_kernel_module_mp_viscosity_kernel_$omp$parallel:4@unknown:64:137","42056063084","39820059730","5870008805","0","0","1250001875","1230001845","42680064020","26000780","0","11300016950","7470011205","9170013755","0","5500165","23340035010","55501665","55501665","46001380","11504830","10504410","5002100","5500330","9000270","8000480","433275995","195850293775","173260395","601252420","447013410","213506405","3500105","0.555587","5.27079","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:589:598","12698019047","12374018561","10360015540","0","0","440000660","440000660","13180019770","644019320","0","10330015495","9910014865","10010015015","0","36501095","920001380","87002610","87002610","26500795","68778875","67778455","32263545","30001800","39001170","38252295","11223923395","98410147615","4409764570","16143027225","5386161580","10078802355","1996559895","0.127915","1.64161","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:562:577","16048024072","15670023505","9700014550","0","0","510000765","490000735","16570024855","457513725","0","9960014940","9400014100","9340014010","0","7000210","7420011130","19500585","19500585","4500135","9754095","8753675","3751575","3250195","5000150","6000360","231263875","100090150135","25001500","295374005","45501365","418512555","0","0.145869","2.05055","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:252:268","15662023493","15192022788","8440012660","0","0","540000810","530000795","14780022170","397511925","0","9830014745","9210013815","9440014160","0","8000240","8000012000","14500435","14500435","3000090","10754515","11004620","4251785","4250255","7000210","4750285","300268015","111930167895","34752085","421927135","21000630","1152034560","0","0.171496","1.99978","4","800","","","","0"
