"OpenMP Region / Function / Call Stack","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","OFFCORE_RESPONSE:request=PF_L3_DATA_RD:response=L3_HIT.ANY_RESPONSE","OFFCORE_RESPONSE:request=PF_L3_DATA_RD:response=L3_MISS.ANY_DRAM","CPU_CLK_THREAD_UNHALTED.REF_XCLK","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","CPU_CLK_UNHALTED.THREAD_P_ANY","LOAD_HIT_PRE.HW_PF","OFFCORE_RESPONSE:request=PF_L3_DATA_RD:response=L3_MISS.LOCAL_DRAM","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","LOAD_HIT_PRE.SW_PF","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","OpenMP Potential Gain","Elapsed Time","Number of OpenMP threads","Instance Count","Module","Function (Full)","Source File","Start Address"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:655:690","68308102462","64386096579","8960013440","0","0","2160003240","2070003105","67110100665","205006150","0","19990029985","10890016335","13610020415","0","4500135","25540038310","22500675","22500675","16000480","8753675","9754095","2501050","4000240","5000150","4750285","35252115","253000379500","123257395","326637130","111003330","166504995","0","1.04285","7.30815","4","2400","","","","0"
"revert_kernel_module_mp_revert_kernel_$omp$parallel:4@unknown:41:63","21774032661","20964031446","14950022425","0","0","630000945","660000990","21210031815","62001860","0","19490029235","15470023205","16670025005","0","69502085","1320001980","108503255","108503255","15500465","87786855","87536750","28261865","32001920","62501875","62003720","37387243100","206630309945","12477998635","49317704740","9218276540","45471864115","2995089850","0.305897","2.44225","4","800","","","","0"
"viscosity_kernel_module_mp_viscosity_kernel_$omp$parallel:4@unknown:64:137","55902083853","52872079308","8960013440","0","0","1650002475","1660002490","56300084450","30000900","0","18140027210","11640017460","14650021975","0","9500285","28340042510","76502295","76502295","60001800","17507350","16506930","9503990","9500570","6000180","9000540","66253975","250020375030","90755445","847355740","484514535","606518195","7500225","0.790138","6.07397","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:500:516","10828016242","10134015201","730001095","0","0","280000420","320000480","10760016140","2000060","0","4440006660","750001125","1980002970","0","9500285","3990005985","85502565","85502565","31500945","57023940","56523730","47019740","37252235","9000270","8250495","1492589550","32460048690","2823419395","5704895050","2124563735","921527645","2184565535","0.838591","1.12706","4","2400","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:921:937","10340015510","9774014661","740001110","0","0","310000465","380000570","10910016365","0","0","4360006540","570000855","2200003300","0","15000450","4320006480","82002460","82002460","26000780","47770055","48270265","38516170","42002520","6500195","8250495","1513840825","34430051645","3694971685","3862621620","2142064260","2885086550","1285538565","0.812903","1.09502","4","2400","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:710:726","10746016119","10132015198","670001005","0","0","290000435","350000525","10700016050","1500045","0","4220006330","930001395","2190003285","0","13000390","4360006540","85002550","85002550","32000960","55273205","54022680","45018900","47752865","14000420","12500750","1292077520","32220048330","3305698330","3916894405","1623548705","1934058020","1936558095","0.835719","1.12719","4","2400","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:137:161","6448009672","6168009252","600000900","0","0","180000270","160000240","6630009945","16500495","0","2840004260","400000600","1270001905","0","2500075","2200003300","8500255","8500255","1000030","7002940","7503150","3751575","3000180","2000060","3000180","438276295","19950029925","230763845","223593870","32000960","787523625","0","0.496792","0.686447","4","1200","","","","0"
"[Serial - outside any region]","6586009879","6428009642","780001170","0","0","170000255","300000450","6760010140","15500465","0","2810004215","710001065","1790002685","0","3000090","2160003240","8500255","8500255","3500105","5002100","6502730","3251365","3750225","5000150","1750105","104506270","19570029355","29251755","1012675145","471514145","524015720","0","0","0.96491","","","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:106:127","6464009696","6142009213","530000795","0","0","180000270","180000270","6210009315","10500315","0","2650003975","650000975","1430002145","0","3000090","2610003915","8500255","8500255","3000090","5752415","7002940","2501050","3000180","2500075","1250075","25251515","20130030195","131507890","695291900","703521105","408012240","0","0.500375","0.689428","4","1200","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:206:230","5420008130","5170007755","400000600","0","0","180000270","160000240","5280007920","14500435","0","2430003645","480000720","1050001575","0","1000030","2180003270","4500135","4500135","1000030","5502310","5252205","1250525","3250195","1500045","1750105","243514610","24810037215","97755865","68028560","9000270","327509825","44001320","0.422269","0.582378","4","1200","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:170:196","5568008352","5152007728","350000525","0","0","250000375","270000405","5930008895","13000390","0","2200003300","450000675","1070001605","0","2000060","2200003300","4500135","4500135","1000030","2751155","3251365","2000840","1500090","1500045","2000120","154509270","28220042330","79504770","173572870","7500225","16500495","25000750","0.42679","0.589607","4","1200","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:269:288","4486006729","4054006081","270000405","0","0","120000180","120000180","4350006525","11000330","0","2050003075","310000465","1000001500","0","500015","1780002670","4500135","4500135","2500075","4001680","3251365","1500630","1250075","2500075","1250075","52003120","17850026775","85505130","605504205","239007170","3500105","0","0.334626","0.462202","4","1200","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:239:260","4622006933","4370006555","240000360","0","0","170000255","150000225","4710007065","17500525","0","1830002745","330000495","840001260","0","1000030","1910002865","2500075","2500075","0","3001260","2250945","1000420","750045","1500045","1250075","62003720","20380030570","67004020","104043680","0","82002460","0","0.359016","0.49202","4","1200","","","","0"
"field_summary_kernel_module_mp_field_summary_kernel_$omp$parallel:4@unknown:55:79","4092006138","3870005805","1320001980","0","0","150000225","140000210","4040006060","2000060","0","1200001800","1060001590","1020001530","0","2000060","2060003090","45501365","45501365","48001440","9754095","10504410","8503570","7750465","3000090","1500090","10500630","15760023640","66503990","99791895","387511625","13000390","7000210","0.0436985","0.435767","4","82","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:357:384","2156003234","1940002910","40000060","0","0","100000150","70000105","2100003150","0","0","980001470","100000150","320000480","0","0","860001290","500015","500015","1500045","750315","500210","250105","250015","500015","500030","4000240","6210009315","1750105","3751575","19500585","0","0","0.16834","0.227056","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:791:819","2068003102","2038003057","110000165","0","0","100000150","50000075","2450003675","2000060","0","960001440","150000225","420000630","0","500015","950001425","500015","500015","500015","500210","1500630","0","1000060","2500075","750045","7000420","6590009885","46002760","21258925","4000120","3500105","3500105","0.166493","0.227636","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:315:338","1740002610","1630002445","90000135","0","0","60000090","60000090","1720002580","4500135","0","880001320","100000150","360000540","0","500015","640000960","0","0","500015","500210","500210","500210","250015","0","250015","2750165","5990008985","1500090","3501470","5500165","16500495","0","0.14431","0.195455","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:580:606","2274003411","2168003252","120000180","0","0","90000135","130000195","2170003255","1500045","0","830001245","140000210","430000645","0","0","1010001515","1500045","1500045","1000030","1250525","1250525","250105","250015","1500045","750045","5000300","6910010365","3500210","9003780","9000270","0","0","0.178332","0.239925","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:540:564","1870002805","1830002745","90000135","0","0","80000120","50000075","1940002910","1500045","0","700001050","90000135","240000360","0","0","850001275","500015","500015","500015","0","750315","250105","250015","0","250015","1750105","5800008700","1750105","5252205","7000210","0","0","0.148532","0.201343","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:748:774","1596002394","1484002226","60000090","0","0","30000045","30000045","1500002250","8000240","0","700001050","60000090","230000345","0","0","660000990","1500045","1500045","500015","750315","1000420","250105","250015","0","250015","2000120","4570006855","3750225","9003780","17500525","0","0","0.126391","0.176248","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:623:640","1232001848","1164001746","90000135","0","0","40000060","20000030","1310001965","4000120","0","580000870","90000135","210000315","0","0","510000765","2500075","2500075","0","1250525","1250525","1750735","750045","0","1000060","8000480","5370008055","26751605","30512810","0","0","0","0.0999922","0.134635","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:402:419","1282001923","1294001941","90000135","0","0","60000090","90000135","1400002100","5500165","0","470000705","20000030","240000360","0","0","540000810","1500045","1500045","0","2501050","2501050","1250525","1500090","500015","0","0","4260006390","86005160","57023940","0","0","0","0.10601","0.142843","4","800","","","","0"
"advec_mom_kernel_mod_mp_advec_mom_kernel_$omp$parallel:4@unknown:835:852","1066001599","1066001599","70000105","0","0","30000045","50000075","960001440","1000030","0","450000675","100000150","170000255","0","1000030","440000660","3500105","3500105","500015","1000420","1000420","1750735","1500090","0","250015","267266035","3550005325","125257515","26761235","20000600","40501215","0","0.0886805","0.120715","4","800","","","","0"
"build_field_module_mp_build_field_$omp$parallel:4@unknown:153:213","466000699","440000660","150000225","0","0","10000015","10000015","510000765","0","0","350000525","70000105","130000195","0","1000030","150000225","2000060","2000060","0","1250525","1250525","250105","0","0","0","0","1190001785","0","1750735","0","7000210","0","0.00735845","0.0386553","4","1","","","","0"
"generate_chunk_kernel_module_mp_generate_chunk_kernel_$omp$parallel:4@unknown:96:236","94000141","88000132","0","0","0","0","0","0","0","0","80000120","0","10000015","0","0","30000045","0","0","0","0","0","0","0","0","0","0","200000300","0","0","0","0","0","0.00195912","0.00761276","4","1","","","","0"
"initialise_chunk_kernel_module_mp_initialise_chunk_kernel_$omp$parallel:4@unknown:68:180","72000108","70000105","0","0","0","0","0","10000015","0","0","60000090","0","0","0","0","20000030","0","0","0","0","0","0","0","0","0","0","130000195","0","0","0","0","0","0.0017562","0.00610084","4","1","","","","0"
"MAIN__$omp$parallel:4@unknown:49:68","8000012","4000006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000209362","0.000610062","4","1","","","","0"
"initialise_$omp$parallel:4@unknown:48:61","0","4000006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.24176e-05","9.76006e-05","4","1","","","","0"
